block,tile,species,size,count,date
F,6,balanus,recruit,48,2020-06-04
F,7,balanus,recruit,66,2020-06-04
F,8,balanus,recruit,22,2020-06-04
F,10,balanus,recruit,64,2020-06-04
F,11,balanus,recruit,36,2020-06-04
F,12,balanus,recruit,97,2020-06-04
F,13,balanus,recruit,4,2020-06-04
F,15,balanus,recruit,0,2020-06-04
F,16,balanus,recruit,18,2020-06-04
F,1,chthamalus,adult,0,2020-06-04
F,2,chthamalus,adult,0,2020-06-04
F,3,chthamalus,adult,1,2020-06-04
F,4,chthamalus,adult,2,2020-06-04
F,5,chthamalus,adult,0,2020-06-04
F,6,chthamalus,adult,0,2020-06-04
F,7,chthamalus,adult,5,2020-06-04
F,8,chthamalus,adult,0,2020-06-04
F,10,chthamalus,adult,0,2020-06-04
F,11,chthamalus,adult,0,2020-06-04
F,12,chthamalus,adult,1,2020-06-04
F,13,chthamalus,adult,0,2020-06-04
F,15,chthamalus,adult,0,2020-06-04
F,16,chthamalus,adult,0,2020-06-04
F,1,chthamalus,recruit,37,2020-06-04
F,2,chthamalus,recruit,42,2020-06-04
F,3,chthamalus,recruit,15,2020-06-04
F,4,chthamalus,recruit,51,2020-06-04
F,5,chthamalus,recruit,64,2020-06-04
F,6,chthamalus,recruit,21,2020-06-04
F,7,chthamalus,recruit,30,2020-06-04
F,8,chthamalus,recruit,27,2020-06-04
F,10,chthamalus,recruit,26,2020-06-04
F,11,chthamalus,recruit,56,2020-06-04
F,12,chthamalus,recruit,65,2020-06-04
F,13,chthamalus,recruit,3,2020-06-04
F,15,chthamalus,recruit,9,2020-06-04
F,16,chthamalus,recruit,11,2020-06-04
A,1,balanus,adult,102,2020-09-20
A,2,balanus,adult,37,2020-09-20
A,3,balanus,adult,0,2020-09-20
A,4,balanus,adult,22,2020-09-20
A,5,balanus,adult,7,2020-09-20
A,6,balanus,adult,4,2020-09-20
A,7,balanus,adult,1,2020-09-20
A,8,balanus,adult,2,2020-09-20
A,9,balanus,adult,43,2020-09-20
A,10,balanus,adult,129,2020-09-20
A,11,balanus,adult,60,2020-09-20
A,12,balanus,adult,63,2020-09-20
A,13,balanus,adult,13,2020-09-20
A,14,balanus,adult,1,2020-09-20
A,15,balanus,adult,2,2020-09-20
A,16,balanus,adult,86,2020-09-20
A,1,balanus,recruit,0,2020-09-20
A,2,balanus,recruit,5,2020-09-20
A,3,balanus,recruit,1,2020-09-20
A,4,balanus,recruit,7,2020-09-20
A,5,balanus,recruit,22,2020-09-20
A,6,balanus,recruit,12,2020-09-20
A,7,balanus,recruit,11,2020-09-20
A,8,balanus,recruit,0,2020-09-20
A,9,balanus,recruit,8,2020-09-20
A,10,balanus,recruit,2,2020-09-20
A,11,balanus,recruit,7,2020-09-20
A,12,balanus,recruit,0,2020-09-20
A,13,balanus,recruit,1,2020-09-20
A,14,balanus,recruit,0,2020-09-20
A,15,balanus,recruit,1,2020-09-20
A,16,balanus,recruit,0,2020-09-20
A,1,chthamalus,adult,6,2020-09-20
A,2,chthamalus,adult,43,2020-09-20
A,3,chthamalus,adult,29,2020-09-20
A,4,chthamalus,adult,24,2020-09-20
A,5,chthamalus,adult,14,2020-09-20
A,6,chthamalus,adult,2,2020-09-20
A,7,chthamalus,adult,9,2020-09-20
A,8,chthamalus,adult,47,2020-09-20
A,9,chthamalus,adult,7,2020-09-20
A,10,chthamalus,adult,13,2020-09-20
A,11,chthamalus,adult,14,2020-09-20
A,12,chthamalus,adult,11,2020-09-20
A,13,chthamalus,adult,17,2020-09-20
A,14,chthamalus,adult,3,2020-09-20
A,15,chthamalus,adult,2,2020-09-20
A,16,chthamalus,adult,28,2020-09-20
A,1,chthamalus,recruit,3,2020-09-20
A,2,chthamalus,recruit,14,2020-09-20
A,3,chthamalus,recruit,12,2020-09-20
A,4,chthamalus,recruit,23,2020-09-20
A,5,chthamalus,recruit,16,2020-09-20
A,6,chthamalus,recruit,8,2020-09-20
A,7,chthamalus,recruit,9,2020-09-20
A,8,chthamalus,recruit,16,2020-09-20
A,9,chthamalus,recruit,18,2020-09-20
A,10,chthamalus,recruit,6,2020-09-20
A,11,chthamalus,recruit,15,2020-09-20
A,12,chthamalus,recruit,2,2020-09-20
A,13,chthamalus,recruit,7,2020-09-20
A,14,chthamalus,recruit,0,2020-09-20
A,15,chthamalus,recruit,3,2020-09-20
A,16,chthamalus,recruit,6,2020-09-20
B,1,balanus,adult,41,2020-09-20
B,2,balanus,adult,3,2020-09-20
B,3,balanus,adult,0,2020-09-20
B,4,balanus,adult,106,2020-09-20
B,5,balanus,adult,17,2020-09-20
B,6,balanus,adult,0,2020-09-20
B,7,balanus,adult,0,2020-09-20
B,8,balanus,adult,2,2020-09-20
B,9,balanus,adult,0,2020-09-20
B,12,balanus,adult,0,2020-09-20
B,13,balanus,adult,3,2020-09-20
B,14,balanus,adult,0,2020-09-20
B,15,balanus,adult,0,2020-09-20
B,16,balanus,adult,0,2020-09-20
B,1,balanus,recruit,5,2020-09-20
B,2,balanus,recruit,6,2020-09-20
B,3,balanus,recruit,2,2020-09-20
B,4,balanus,recruit,2,2020-09-20
B,5,balanus,recruit,17,2020-09-20
B,6,balanus,recruit,3,2020-09-20
B,7,balanus,recruit,2,2020-09-20
B,8,balanus,recruit,15,2020-09-20
B,9,balanus,recruit,1,2020-09-20
B,12,balanus,recruit,1,2020-09-20
B,13,balanus,recruit,8,2020-09-20
B,14,balanus,recruit,4,2020-09-20
B,15,balanus,recruit,1,2020-09-20
B,16,balanus,recruit,3,2020-09-20
B,1,chthamalus,adult,28,2020-09-20
B,2,chthamalus,adult,1,2020-09-20
B,3,chthamalus,adult,6,2020-09-20
B,4,chthamalus,adult,9,2020-09-20
B,5,chthamalus,adult,10,2020-09-20
B,6,chthamalus,adult,5,2020-09-20
B,7,chthamalus,adult,0,2020-09-20
B,8,chthamalus,adult,0,2020-09-20
B,9,chthamalus,adult,5,2020-09-20
B,12,chthamalus,adult,1,2020-09-20
B,13,chthamalus,adult,5,2020-09-20
B,14,chthamalus,adult,8,2020-09-20
B,15,chthamalus,adult,0,2020-09-20
B,16,chthamalus,adult,0,2020-09-20
B,1,chthamalus,recruit,23,2020-09-20
B,2,chthamalus,recruit,2,2020-09-20
B,3,chthamalus,recruit,3,2020-09-20
B,4,chthamalus,recruit,3,2020-09-20
B,5,chthamalus,recruit,10,2020-09-20
B,6,chthamalus,recruit,13,2020-09-20
B,7,chthamalus,recruit,2,2020-09-20
B,8,chthamalus,recruit,1,2020-09-20
B,9,chthamalus,recruit,5,2020-09-20
B,12,chthamalus,recruit,0,2020-09-20
B,13,chthamalus,recruit,10,2020-09-20
B,14,chthamalus,recruit,6,2020-09-20
B,15,chthamalus,recruit,1,2020-09-20
B,16,chthamalus,recruit,3,2020-09-20
C,1,balanus,adult,0,2020-09-20
C,3,balanus,adult,13,2020-09-20
C,4,balanus,adult,44,2020-09-20
C,5,balanus,adult,5,2020-09-20
C,6,balanus,adult,16,2020-09-20
C,7,balanus,adult,29,2020-09-20
C,8,balanus,adult,16,2020-09-20
C,9,balanus,adult,168,2020-09-20
C,10,balanus,adult,6,2020-09-20
C,11,balanus,adult,15,2020-09-20
C,12,balanus,adult,158,2020-09-20
C,14,balanus,adult,9,2020-09-20
C,15,balanus,adult,48,2020-09-20
C,16,balanus,adult,16,2020-09-20
C,1,balanus,recruit,0,2020-09-20
C,3,balanus,recruit,7,2020-09-20
C,4,balanus,recruit,8,2020-09-20
C,5,balanus,recruit,6,2020-09-20
C,6,balanus,recruit,4,2020-09-20
C,7,balanus,recruit,11,2020-09-20
C,8,balanus,recruit,13,2020-09-20
C,9,balanus,recruit,0,2020-09-20
C,10,balanus,recruit,1,2020-09-20
C,11,balanus,recruit,5,2020-09-20
C,12,balanus,recruit,2,2020-09-20
C,14,balanus,recruit,0,2020-09-20
C,15,balanus,recruit,0,2020-09-20
C,16,balanus,recruit,1,2020-09-20
C,1,chthamalus,adult,3,2020-09-20
C,3,chthamalus,adult,8,2020-09-20
C,4,chthamalus,adult,28,2020-09-20
C,5,chthamalus,adult,3,2020-09-20
C,6,chthamalus,adult,3,2020-09-20
C,7,chthamalus,adult,15,2020-09-20
C,8,chthamalus,adult,2,2020-09-20
C,9,chthamalus,adult,21,2020-09-20
C,10,chthamalus,adult,4,2020-09-20
C,11,chthamalus,adult,9,2020-09-20
C,12,chthamalus,adult,11,2020-09-20
C,14,chthamalus,adult,11,2020-09-20
C,15,chthamalus,adult,38,2020-09-20
C,16,chthamalus,adult,12,2020-09-20
C,1,chthamalus,recruit,3,2020-09-20
C,3,chthamalus,recruit,29,2020-09-20
C,4,chthamalus,recruit,43,2020-09-20
C,5,chthamalus,recruit,19,2020-09-20
C,6,chthamalus,recruit,4,2020-09-20
C,7,chthamalus,recruit,7,2020-09-20
C,8,chthamalus,recruit,3,2020-09-20
C,9,chthamalus,recruit,0,2020-09-20
C,10,chthamalus,recruit,3,2020-09-20
C,11,chthamalus,recruit,2,2020-09-20
C,12,chthamalus,recruit,0,2020-09-20
C,14,chthamalus,recruit,8,2020-09-20
C,15,chthamalus,recruit,14,2020-09-20
C,16,chthamalus,recruit,10,2020-09-20
D,1,balanus,adult,218,2020-09-20
D,2,balanus,adult,172,2020-09-20
D,4,balanus,adult,115,2020-09-20
D,5,balanus,adult,149,2020-09-20
D,6,balanus,adult,142,2020-09-20
D,7,balanus,adult,4,2020-09-20
D,8,balanus,adult,84,2020-09-20
D,9,balanus,adult,46,2020-09-20
D,10,balanus,adult,0,2020-09-20
D,11,balanus,adult,34,2020-09-20
D,12,balanus,adult,94,2020-09-20
D,13,balanus,adult,10,2020-09-20
D,14,balanus,adult,97,2020-09-20
D,15,balanus,adult,140,2020-09-20
D,16,balanus,adult,1,2020-09-20
D,1,balanus,recruit,0,2020-09-20
D,2,balanus,recruit,2,2020-09-20
D,4,balanus,recruit,4,2020-09-20
D,5,balanus,recruit,2,2020-09-20
D,6,balanus,recruit,1,2020-09-20
D,7,balanus,recruit,1,2020-09-20
D,8,balanus,recruit,3,2020-09-20
D,9,balanus,recruit,5,2020-09-20
D,10,balanus,recruit,22,2020-09-20
D,11,balanus,recruit,0,2020-09-20
D,12,balanus,recruit,3,2020-09-20
D,13,balanus,recruit,5,2020-09-20
D,14,balanus,recruit,2,2020-09-20
D,15,balanus,recruit,0,2020-09-20
D,16,balanus,recruit,0,2020-09-20
D,1,chthamalus,adult,27,2020-09-20
D,2,chthamalus,adult,26,2020-09-20
D,4,chthamalus,adult,19,2020-09-20
D,5,chthamalus,adult,14,2020-09-20
D,6,chthamalus,adult,4,2020-09-20
D,7,chthamalus,adult,29,2020-09-20
D,8,chthamalus,adult,1,2020-09-20
D,9,chthamalus,adult,5,2020-09-20
D,10,chthamalus,adult,0,2020-09-20
D,11,chthamalus,adult,9,2020-09-20
D,12,chthamalus,adult,103,2020-09-20
D,13,chthamalus,adult,2,2020-09-20
D,14,chthamalus,adult,49,2020-09-20
D,15,chthamalus,adult,15,2020-09-20
D,16,chthamalus,adult,15,2020-09-20
D,1,chthamalus,recruit,1,2020-09-20
D,2,chthamalus,recruit,1,2020-09-20
D,4,chthamalus,recruit,4,2020-09-20
D,5,chthamalus,recruit,5,2020-09-20
D,6,chthamalus,recruit,1,2020-09-20
D,7,chthamalus,recruit,14,2020-09-20
D,8,chthamalus,recruit,5,2020-09-20
D,9,chthamalus,recruit,12,2020-09-20
D,10,chthamalus,recruit,30,2020-09-20
D,11,chthamalus,recruit,6,2020-09-20
D,12,chthamalus,recruit,11,2020-09-20
D,13,chthamalus,recruit,7,2020-09-20
D,14,chthamalus,recruit,6,2020-09-20
D,15,chthamalus,recruit,1,2020-09-20
D,16,chthamalus,recruit,2,2020-09-20
E,4,balanus,adult,103,2020-09-20
E,6,balanus,adult,2,2020-09-20
E,7,balanus,adult,18,2020-09-20
E,8,balanus,adult,92,2020-09-20
E,9,balanus,adult,160,2020-09-20
E,10,balanus,adult,116,2020-09-20
E,11,balanus,adult,38,2020-09-20
E,12,balanus,adult,5,2020-09-20
E,13,balanus,adult,1,2020-09-20
E,14,balanus,adult,1,2020-09-20
E,15,balanus,adult,0,2020-09-20
E,16,balanus,adult,17,2020-09-20
E,4,balanus,recruit,0,2020-09-20
E,6,balanus,recruit,0,2020-09-20
E,7,balanus,recruit,6,2020-09-20
E,8,balanus,recruit,4,2020-09-20
E,9,balanus,recruit,0,2020-09-20
E,10,balanus,recruit,6,2020-09-20
E,11,balanus,recruit,5,2020-09-20
E,12,balanus,recruit,2,2020-09-20
E,13,balanus,recruit,0,2020-09-20
E,14,balanus,recruit,0,2020-09-20
E,15,balanus,recruit,0,2020-09-20
E,16,balanus,recruit,0,2020-09-20
E,4,chthamalus,adult,14,2020-09-20
E,6,chthamalus,adult,3,2020-09-20
E,7,chthamalus,adult,18,2020-09-20
E,8,chthamalus,adult,7,2020-09-20
E,9,chthamalus,adult,2,2020-09-20
E,10,chthamalus,adult,34,2020-09-20
E,11,chthamalus,adult,23,2020-09-20
E,12,chthamalus,adult,17,2020-09-20
E,13,chthamalus,adult,27,2020-09-20
E,14,chthamalus,adult,1,2020-09-20
E,15,chthamalus,adult,7,2020-09-20
E,16,chthamalus,adult,5,2020-09-20
E,4,chthamalus,recruit,0,2020-09-20
E,6,chthamalus,recruit,0,2020-09-20
E,7,chthamalus,recruit,13,2020-09-20
E,8,chthamalus,recruit,2,2020-09-20
E,9,chthamalus,recruit,3,2020-09-20
E,10,chthamalus,recruit,5,2020-09-20
E,11,chthamalus,recruit,4,2020-09-20
E,12,chthamalus,recruit,10,2020-09-20
E,13,chthamalus,recruit,12,2020-09-20
E,14,chthamalus,recruit,2,2020-09-20
E,15,chthamalus,recruit,2,2020-09-20
E,16,chthamalus,recruit,0,2020-09-20
F,1,balanus,adult,0,2020-09-20
F,2,balanus,adult,1,2020-09-20
F,3,balanus,adult,2,2020-09-20
F,4,balanus,adult,108,2020-09-20
F,5,balanus,adult,131,2020-09-20
F,6,balanus,adult,77,2020-09-20
F,8,balanus,adult,9,2020-09-20
F,10,balanus,adult,20,2020-09-20
F,11,balanus,adult,43,2020-09-20
F,12,balanus,adult,111,2020-09-20
F,13,balanus,adult,0,2020-09-20
F,15,balanus,adult,0,2020-09-20
F,16,balanus,adult,0,2020-09-20
F,1,balanus,recruit,0,2020-09-20
F,2,balanus,recruit,0,2020-09-20
F,3,balanus,recruit,2,2020-09-20
F,4,balanus,recruit,0,2020-09-20
F,5,balanus,recruit,0,2020-09-20
F,6,balanus,recruit,1,2020-09-20
F,8,balanus,recruit,0,2020-09-20
F,10,balanus,recruit,1,2020-09-20
F,11,balanus,recruit,4,2020-09-20
F,12,balanus,recruit,0,2020-09-20
F,13,balanus,recruit,0,2020-09-20
F,15,balanus,recruit,0,2020-09-20
F,16,balanus,recruit,0,2020-09-20
F,1,chthamalus,adult,24,2020-09-20
F,2,chthamalus,adult,23,2020-09-20
F,3,chthamalus,adult,21,2020-09-20
F,4,chthamalus,adult,77,2020-09-20
F,5,chthamalus,adult,16,2020-09-20
F,6,chthamalus,adult,18,2020-09-20
F,8,chthamalus,adult,19,2020-09-20
F,10,chthamalus,adult,18,2020-09-20
F,11,chthamalus,adult,76,2020-09-20
F,12,chthamalus,adult,55,2020-09-20
F,13,chthamalus,adult,1,2020-09-20
F,15,chthamalus,adult,6,2020-09-20
F,16,chthamalus,adult,3,2020-09-20
F,1,chthamalus,recruit,4,2020-09-20
F,2,chthamalus,recruit,4,2020-09-20
F,3,chthamalus,recruit,2,2020-09-20
F,4,chthamalus,recruit,9,2020-09-20
F,5,chthamalus,recruit,0,2020-09-20
F,6,chthamalus,recruit,3,2020-09-20
F,8,chthamalus,recruit,0,2020-09-20
F,10,chthamalus,recruit,1,2020-09-20
F,11,chthamalus,recruit,6,2020-09-20
F,12,chthamalus,recruit,0,2020-09-20
F,13,chthamalus,recruit,0,2020-09-20
F,15,chthamalus,recruit,0,2020-09-20
F,16,chthamalus,recruit,0,2020-09-20
A,1,balanus,adult,109,2020-12-11
A,2,balanus,adult,51,2020-12-11
A,3,balanus,adult,14,2020-12-11
A,9,balanus,adult,36,2020-12-11
A,10,balanus,adult,99,2020-12-11
A,12,balanus,adult,70,2020-12-11
A,13,balanus,adult,90,2020-12-11
A,15,balanus,adult,15,2020-12-11
B,1,balanus,adult,65,2020-12-11
B,2,balanus,adult,29,2020-12-11
B,4,balanus,adult,96,2020-12-11
B,5,balanus,adult,37,2020-12-11
B,6,balanus,adult,11,2020-12-11
B,7,balanus,adult,4,2020-12-11
B,9,balanus,adult,2,2020-12-11
B,12,balanus,adult,12,2020-12-11
B,14,balanus,adult,7,2020-12-11
B,16,balanus,adult,20,2020-12-11
C,4,balanus,adult,53,2020-12-11
C,12,balanus,adult,163,2020-12-11
C,10,balanus,adult,23,2020-12-11
C,11,balanus,adult,46,2020-12-11
C,9,balanus,adult,43,2020-12-11
C,14,balanus,adult,56,2020-12-11
D,1,balanus,adult,206,2020-12-11
D,2,balanus,adult,148,2020-12-11
D,5,balanus,adult,121,2020-12-11
D,8,balanus,adult,47,2020-12-11
D,9,balanus,adult,64,2020-12-11
D,12,balanus,adult,64,2020-12-11
E,4,balanus,adult,17,2020-12-11
E,6,balanus,adult,4,2020-12-11
E,9,balanus,adult,130,2020-12-11
E,10,balanus,adult,49,2020-12-11
E,11,balanus,adult,66,2020-12-11
E,12,balanus,adult,3,2020-12-11
E,13,balanus,adult,11,2020-12-11
E,15,balanus,adult,7,2020-12-11
F,1,balanus,adult,26,2020-12-11
F,3,balanus,adult,8,2020-12-11
F,5,balanus,adult,99,2020-12-11
F,6,balanus,adult,74,2020-12-11
F,8,balanus,adult,11,2020-12-11
F,11,balanus,adult,34,2020-12-11
F,12,balanus,adult,70,2020-12-11
F,13,balanus,adult,0,2020-12-11
F,16,balanus,adult,0,2020-12-11
A,1,balanus,recruit,0,2020-12-11
A,2,balanus,recruit,0,2020-12-11
A,3,balanus,recruit,0,2020-12-11
A,9,balanus,recruit,0,2020-12-11
A,10,balanus,recruit,0,2020-12-11
A,12,balanus,recruit,0,2020-12-11
A,13,balanus,recruit,0,2020-12-11
A,15,balanus,recruit,0,2020-12-11
B,1,balanus,recruit,0,2020-12-11
B,2,balanus,recruit,0,2020-12-11
B,4,balanus,recruit,5,2020-12-11
B,5,balanus,recruit,0,2020-12-11
B,6,balanus,recruit,0,2020-12-11
B,7,balanus,recruit,0,2020-12-11
B,9,balanus,recruit,0,2020-12-11
B,12,balanus,recruit,0,2020-12-11
B,14,balanus,recruit,0,2020-12-11
B,16,balanus,recruit,0,2020-12-11
C,4,balanus,recruit,0,2020-12-11
C,12,balanus,recruit,0,2020-12-11
C,10,balanus,recruit,0,2020-12-11
C,11,balanus,recruit,0,2020-12-11
C,9,balanus,recruit,0,2020-12-11
C,14,balanus,recruit,0,2020-12-11
D,1,balanus,recruit,0,2020-12-11
D,2,balanus,recruit,0,2020-12-11
D,5,balanus,recruit,0,2020-12-11
D,8,balanus,recruit,0,2020-12-11
D,9,balanus,recruit,0,2020-12-11
D,12,balanus,recruit,0,2020-12-11
E,4,balanus,recruit,0,2020-12-11
E,6,balanus,recruit,0,2020-12-11
E,9,balanus,recruit,0,2020-12-11
E,10,balanus,recruit,0,2020-12-11
E,11,balanus,recruit,0,2020-12-11
E,12,balanus,recruit,0,2020-12-11
E,13,balanus,recruit,0,2020-12-11
E,15,balanus,recruit,0,2020-12-11
F,1,balanus,recruit,0,2020-12-11
F,3,balanus,recruit,0,2020-12-11
F,5,balanus,recruit,0,2020-12-11
F,6,balanus,recruit,0,2020-12-11
F,8,balanus,recruit,0,2020-12-11
F,11,balanus,recruit,0,2020-12-11
F,12,balanus,recruit,0,2020-12-11
F,13,balanus,recruit,0,2020-12-11
F,16,balanus,recruit,0,2020-12-11
A,1,chthamalus,adult,11,2020-12-11
A,2,chthamalus,adult,56,2020-12-11
A,3,chthamalus,adult,58,2020-12-11
A,9,chthamalus,adult,27,2020-12-11
A,10,chthamalus,adult,18,2020-12-11
A,12,chthamalus,adult,23,2020-12-11
A,13,chthamalus,adult,39,2020-12-11
A,15,chthamalus,adult,10,2020-12-11
B,1,chthamalus,adult,100,2020-12-11
B,2,chthamalus,adult,3,2020-12-11
B,4,chthamalus,adult,7,2020-12-11
B,5,chthamalus,adult,11,2020-12-11
B,6,chthamalus,adult,0,2020-12-11
B,7,chthamalus,adult,0,2020-12-11
B,9,chthamalus,adult,2,2020-12-11
B,12,chthamalus,adult,31,2020-12-11
B,14,chthamalus,adult,3,2020-12-11
B,16,chthamalus,adult,2,2020-12-11
C,4,chthamalus,adult,45,2020-12-11
C,12,chthamalus,adult,18,2020-12-11
C,10,chthamalus,adult,20,2020-12-11
C,11,chthamalus,adult,17,2020-12-11
C,9,chthamalus,adult,39,2020-12-11
C,14,chthamalus,adult,60,2020-12-11
D,1,chthamalus,adult,43,2020-12-11
D,2,chthamalus,adult,48,2020-12-11
D,5,chthamalus,adult,10,2020-12-11
D,8,chthamalus,adult,13,2020-12-11
D,9,chthamalus,adult,17,2020-12-11
D,12,chthamalus,adult,100,2020-12-11
E,4,chthamalus,adult,2,2020-12-11
E,6,chthamalus,adult,0,2020-12-11
E,9,chthamalus,adult,2,2020-12-11
E,10,chthamalus,adult,40,2020-12-11
E,11,chthamalus,adult,37,2020-12-11
E,12,chthamalus,adult,7,2020-12-11
E,13,chthamalus,adult,52,2020-12-11
E,15,chthamalus,adult,16,2020-12-11
F,1,chthamalus,adult,2,2020-12-11
F,3,chthamalus,adult,13,2020-12-11
F,5,chthamalus,adult,22,2020-12-11
F,6,chthamalus,adult,8,2020-12-11
F,8,chthamalus,adult,22,2020-12-11
F,11,chthamalus,adult,89,2020-12-11
F,12,chthamalus,adult,59,2020-12-11
F,13,chthamalus,adult,0,2020-12-11
F,16,chthamalus,adult,0,2020-12-11
A,1,chthamalus,recruit,0,2020-12-11
A,2,chthamalus,recruit,0,2020-12-11
A,3,chthamalus,recruit,0,2020-12-11
A,9,chthamalus,recruit,0,2020-12-11
A,10,chthamalus,recruit,0,2020-12-11
A,12,chthamalus,recruit,0,2020-12-11
A,13,chthamalus,recruit,0,2020-12-11
A,15,chthamalus,recruit,0,2020-12-11
B,1,chthamalus,recruit,6,2020-12-11
B,2,chthamalus,recruit,0,2020-12-11
B,4,chthamalus,recruit,0,2020-12-11
B,5,chthamalus,recruit,0,2020-12-11
B,6,chthamalus,recruit,0,2020-12-11
B,7,chthamalus,recruit,0,2020-12-11
B,9,chthamalus,recruit,0,2020-12-11
B,12,chthamalus,recruit,0,2020-12-11
B,14,chthamalus,recruit,0,2020-12-11
B,16,chthamalus,recruit,0,2020-12-11
C,4,chthamalus,recruit,0,2020-12-11
C,12,chthamalus,recruit,0,2020-12-11
C,10,chthamalus,recruit,0,2020-12-11
C,11,chthamalus,recruit,0,2020-12-11
C,9,chthamalus,recruit,0,2020-12-11
C,14,chthamalus,recruit,6,2020-12-11
D,1,chthamalus,recruit,0,2020-12-11
D,2,chthamalus,recruit,0,2020-12-11
D,5,chthamalus,recruit,0,2020-12-11
D,8,chthamalus,recruit,0,2020-12-11
D,9,chthamalus,recruit,0,2020-12-11
D,12,chthamalus,recruit,0,2020-12-11
E,4,chthamalus,recruit,0,2020-12-11
E,6,chthamalus,recruit,0,2020-12-11
E,9,chthamalus,recruit,0,2020-12-11
E,10,chthamalus,recruit,0,2020-12-11
E,11,chthamalus,recruit,0,2020-12-11
E,12,chthamalus,recruit,0,2020-12-11
E,13,chthamalus,recruit,0,2020-12-11
E,15,chthamalus,recruit,0,2020-12-11
F,1,chthamalus,recruit,0,2020-12-11
F,3,chthamalus,recruit,0,2020-12-11
F,5,chthamalus,recruit,0,2020-12-11
F,6,chthamalus,recruit,0,2020-12-11
F,8,chthamalus,recruit,0,2020-12-11
F,11,chthamalus,recruit,0,2020-12-11
F,12,chthamalus,recruit,0,2020-12-11
F,13,chthamalus,recruit,0,2020-12-11
F,16,chthamalus,recruit,0,2020-12-11
A,1,balanus,adult,0,2021-02-24
A,2,balanus,adult,6,2021-02-24
A,3,balanus,adult,0,2021-02-24
A,9,balanus,adult,0,2021-02-24
A,10,balanus,adult,0,2021-02-24
A,12,balanus,adult,2,2021-02-24
A,13,balanus,adult,36,2021-02-24
A,15,balanus,adult,9,2021-02-24
B,1,balanus,adult,24,2021-02-24
B,2,balanus,adult,1,2021-02-24
B,4,balanus,adult,11,2021-02-24
B,5,balanus,adult,1,2021-02-24
B,6,balanus,adult,0,2021-02-24
B,7,balanus,adult,0,2021-02-24
B,9,balanus,adult,0,2021-02-24
B,12,balanus,adult,0,2021-02-24
B,14,balanus,adult,0,2021-02-24
B,16,balanus,adult,0,2021-02-24
C,4,balanus,adult,13,2021-02-24
C,12,balanus,adult,5,2021-02-24
C,10,balanus,adult,0,2021-02-24
C,11,balanus,adult,3,2021-02-24
C,9,balanus,adult,59,2021-02-24
C,14,balanus,adult,45,2021-02-24
D,1,balanus,adult,123,2021-02-24
D,2,balanus,adult,96,2021-02-24
D,5,balanus,adult,0,2021-02-24
D,8,balanus,adult,24,2021-02-24
D,9,balanus,adult,58,2021-02-24
D,12,balanus,adult,64,2021-02-24
E,4,balanus,adult,11,2021-02-24
E,6,balanus,adult,7,2021-02-24
E,9,balanus,adult,98,2021-02-24
E,10,balanus,adult,45,2021-02-24
E,11,balanus,adult,34,2021-02-24
E,12,balanus,adult,3,2021-02-24
E,13,balanus,adult,4,2021-02-24
E,15,balanus,adult,0,2021-02-24
F,1,balanus,adult,1,2021-02-24
F,3,balanus,adult,1,2021-02-24
F,5,balanus,adult,0,2021-02-24
F,6,balanus,adult,0,2021-02-24
F,8,balanus,adult,4,2021-02-24
F,11,balanus,adult,31,2021-02-24
F,13,balanus,adult,0,2021-02-24
F,12,balanus,adult,52,2021-02-24
F,16,balanus,adult,0,2021-02-24
A,1,chthamalus,adult,1,2021-02-24
A,2,chthamalus,adult,13,2021-02-24
A,3,chthamalus,adult,0,2021-02-24
A,9,chthamalus,adult,0,2021-02-24
A,10,chthamalus,adult,0,2021-02-24
A,12,chthamalus,adult,1,2021-02-24
A,13,chthamalus,adult,48,2021-02-24
A,15,chthamalus,adult,13,2021-02-24
B,1,chthamalus,adult,73,2021-02-24
B,2,chthamalus,adult,1,2021-02-24
B,4,chthamalus,adult,2,2021-02-24
B,5,chthamalus,adult,2,2021-02-24
B,6,chthamalus,adult,0,2021-02-24
B,7,chthamalus,adult,0,2021-02-24
B,9,chthamalus,adult,0,2021-02-24
B,12,chthamalus,adult,0,2021-02-24
B,14,chthamalus,adult,0,2021-02-24
B,16,chthamalus,adult,0,2021-02-24
C,4,chthamalus,adult,32,2021-02-24
C,12,chthamalus,adult,20,2021-02-24
C,10,chthamalus,adult,2,2021-02-24
C,11,chthamalus,adult,5,2021-02-24
C,9,chthamalus,adult,19,2021-02-24
C,14,chthamalus,adult,28,2021-02-24
D,1,chthamalus,adult,18,2021-02-24
D,2,chthamalus,adult,40,2021-02-24
D,5,chthamalus,adult,7,2021-02-24
D,8,chthamalus,adult,11,2021-02-24
D,9,chthamalus,adult,14,2021-02-24
D,12,chthamalus,adult,74,2021-02-24
E,4,chthamalus,adult,1,2021-02-24
E,6,chthamalus,adult,9,2021-02-24
E,9,chthamalus,adult,2,2021-02-24
E,10,chthamalus,adult,32,2021-02-24
E,11,chthamalus,adult,33,2021-02-24
E,12,chthamalus,adult,7,2021-02-24
E,13,chthamalus,adult,48,2021-02-24
E,15,chthamalus,adult,13,2021-02-24
F,1,chthamalus,adult,2,2021-02-24
F,3,chthamalus,adult,1,2021-02-24
F,5,chthamalus,adult,0,2021-02-24
F,6,chthamalus,adult,0,2021-02-24
F,8,chthamalus,adult,0,2021-02-24
