"","date","block","number","species","count","percent_cover","colour","timediff"
"876",2019-06-15,"E",8,"lpdig",0,NA,"ambient",9.10119047619048
"877",2019-06-15,"E",9,"lpdig",0,NA,"ambient",9.10119047619048
"878",2019-06-15,"E",10,"lpdig",0,NA,"ambient",9.10119047619048
"879",2019-06-15,"E",11,"lpdig",0,NA,"warm",9.10119047619048
"880",2019-06-15,"E",12,"lpdig",0,NA,"ambient",9.10119047619048
"881",2019-06-15,"E",13,"lpdig",0,NA,"ambient",9.10119047619048
"882",2019-06-15,"E",14,"lpdig",0,NA,"ambient",9.10119047619048
"883",2019-06-15,"E",15,"lpdig",0,NA,"warm",9.10119047619048
"884",2019-06-15,"E",16,"lpdig",0,NA,"warm",9.10119047619048
"885",2019-06-15,"F",1,"lpdig",0,NA,"warm",9.10119047619048
"886",2019-06-15,"F",2,"lpdig",0,NA,"warm",9.10119047619048
"887",2019-06-15,"F",3,"lpdig",0,NA,"ambient",9.10119047619048
"888",2019-06-15,"F",4,"lpdig",0,NA,"ambient",9.10119047619048
"889",2019-06-15,"F",5,"lpdig",0,NA,"warm",9.10119047619048
"890",2019-06-15,"F",6,"lpdig",0,NA,"warm",9.10119047619048
"891",2019-06-15,"F",7,"lpdig",0,NA,"ambient",9.10119047619048
"892",2019-06-15,"F",8,"lpdig",0,NA,"warm",9.10119047619048
"893",2019-06-15,"F",9,"lpdig",0,NA,"ambient",9.10119047619048
"894",2019-06-15,"F",10,"lpdig",0,NA,"warm",9.10119047619048
"895",2019-06-15,"F",11,"lpdig",0,NA,"ambient",9.10119047619048
"896",2019-06-15,"F",12,"lpdig",0,NA,"ambient",9.10119047619048
"897",2019-06-15,"F",13,"lpdig",0,NA,"warm",9.10119047619048
"898",2019-06-15,"F",14,"lpdig",0,NA,"ambient",9.10119047619048
"899",2019-06-15,"F",15,"lpdig",0,NA,"ambient",9.10119047619048
"900",2019-06-15,"F",16,"lpdig",0,NA,"warm",9.10119047619048
"901",2019-06-15,"A",1,"littsit",0,NA,"warm",9.10119047619048
"902",2019-06-15,"A",2,"littsit",0,NA,"warm",9.10119047619048
"903",2019-06-15,"A",3,"littsit",0,NA,"ambient",9.10119047619048
"904",2019-06-15,"A",4,"littsit",0,NA,"warm",9.10119047619048
"905",2019-06-15,"A",5,"littsit",1,NA,"warm",9.10119047619048
"906",2019-06-15,"A",6,"littsit",0,NA,"warm",9.10119047619048
"907",2019-06-15,"A",7,"littsit",0,NA,"ambient",9.10119047619048
"908",2019-06-15,"A",8,"littsit",0,NA,"ambient",9.10119047619048
"909",2019-06-15,"A",9,"littsit",0,NA,"ambient",9.10119047619048
"910",2019-06-15,"A",10,"littsit",0,NA,"warm",9.10119047619048
"911",2019-06-15,"A",11,"littsit",0,NA,"ambient",9.10119047619048
"912",2019-06-15,"A",12,"littsit",0,NA,"ambient",9.10119047619048
"913",2019-06-15,"A",13,"littsit",0,NA,"ambient",9.10119047619048
"914",2019-06-15,"A",14,"littsit",0,NA,"warm",9.10119047619048
"915",2019-06-15,"A",15,"littsit",0,NA,"warm",9.10119047619048
"916",2019-06-15,"A",16,"littsit",0,NA,"ambient",9.10119047619048
"917",2019-06-15,"B",1,"littsit",0,NA,"warm",9.10119047619048
"918",2019-06-15,"B",2,"littsit",0,NA,"warm",9.10119047619048
"919",2019-06-15,"B",3,"littsit",0,NA,"ambient",9.10119047619048
"920",2019-06-15,"B",4,"littsit",0,NA,"ambient",9.10119047619048
"921",2019-06-15,"B",5,"littsit",0,NA,"ambient",9.10119047619048
"922",2019-06-15,"B",6,"littsit",0,NA,"warm",9.10119047619048
"923",2019-06-15,"B",7,"littsit",0,NA,"warm",9.10119047619048
"924",2019-06-15,"B",8,"littsit",0,NA,"warm",9.10119047619048
"925",2019-06-15,"B",9,"littsit",0,NA,"ambient",9.10119047619048
"926",2019-06-15,"B",10,"littsit",0,NA,"warm",9.10119047619048
"927",2019-06-15,"B",11,"littsit",0,NA,"ambient",9.10119047619048
"928",2019-06-15,"B",12,"littsit",0,NA,"warm",9.10119047619048
"929",2019-06-15,"B",13,"littsit",0,NA,"ambient",9.10119047619048
"930",2019-06-15,"B",14,"littsit",0,NA,"warm",9.10119047619048
"931",2019-06-15,"B",15,"littsit",0,NA,"ambient",9.10119047619048
"932",2019-06-15,"B",16,"littsit",0,NA,"warm",9.10119047619048
"933",2019-06-15,"C",1,"littsit",0,NA,"warm",9.10119047619048
"934",2019-06-15,"C",2,"littsit",0,NA,"ambient",9.10119047619048
"935",2019-06-15,"C",3,"littsit",0,NA,"ambient",9.10119047619048
"936",2019-06-15,"C",4,"littsit",0,NA,"warm",9.10119047619048
"937",2019-06-15,"C",5,"littsit",0,NA,"ambient",9.10119047619048
"938",2019-06-15,"C",6,"littsit",0,NA,"warm",9.10119047619048
"939",2019-06-15,"C",7,"littsit",0,NA,"warm",9.10119047619048
"940",2019-06-15,"C",8,"littsit",0,NA,"warm",9.10119047619048
"941",2019-06-15,"C",9,"littsit",0,NA,"ambient",9.10119047619048
"942",2019-06-15,"C",10,"littsit",0,NA,"warm",9.10119047619048
"943",2019-06-15,"C",11,"littsit",0,NA,"warm",9.10119047619048
"944",2019-06-15,"C",12,"littsit",0,NA,"warm",9.10119047619048
"945",2019-06-15,"C",13,"littsit",0,NA,"ambient",9.10119047619048
"946",2019-06-15,"C",14,"littsit",0,NA,"ambient",9.10119047619048
"947",2019-06-15,"C",15,"littsit",0,NA,"ambient",9.10119047619048
"948",2019-06-15,"C",16,"littsit",0,NA,"ambient",9.10119047619048
"949",2019-06-15,"D",1,"littsit",0,NA,"ambient",9.10119047619048
"950",2019-06-15,"D",2,"littsit",0,NA,"ambient",9.10119047619048
"951",2019-06-15,"D",3,"littsit",0,NA,"warm",9.10119047619048
"952",2019-06-15,"D",4,"littsit",0,NA,"ambient",9.10119047619048
"953",2019-06-15,"D",5,"littsit",0,NA,"ambient",9.10119047619048
"954",2019-06-15,"D",6,"littsit",0,NA,"ambient",9.10119047619048
"955",2019-06-15,"D",7,"littsit",0,NA,"warm",9.10119047619048
"956",2019-06-15,"D",8,"littsit",0,NA,"warm",9.10119047619048
"957",2019-06-15,"D",9,"littsit",0,NA,"warm",9.10119047619048
"958",2019-06-15,"D",10,"littsit",0,NA,"ambient",9.10119047619048
"959",2019-06-15,"D",11,"littsit",0,NA,"ambient",9.10119047619048
"960",2019-06-15,"D",12,"littsit",0,NA,"warm",9.10119047619048
"961",2019-06-15,"D",13,"littsit",0,NA,"ambient",9.10119047619048
"962",2019-06-15,"D",14,"littsit",0,NA,"warm",9.10119047619048
"963",2019-06-15,"D",15,"littsit",0,NA,"warm",9.10119047619048
"964",2019-06-15,"D",16,"littsit",0,NA,"warm",9.10119047619048
"965",2019-06-15,"E",1,"littsit",0,NA,"warm",9.10119047619048
"966",2019-06-15,"E",2,"littsit",0,NA,"ambient",9.10119047619048
"967",2019-06-15,"E",3,"littsit",0,NA,"warm",9.10119047619048
"968",2019-06-15,"E",4,"littsit",0,NA,"warm",9.10119047619048
"969",2019-06-15,"E",5,"littsit",0,NA,"ambient",9.10119047619048
"970",2019-06-15,"E",6,"littsit",0,NA,"warm",9.10119047619048
"971",2019-06-15,"E",7,"littsit",0,NA,"warm",9.10119047619048
"972",2019-06-15,"E",8,"littsit",0,NA,"ambient",9.10119047619048
"973",2019-06-15,"E",9,"littsit",0,NA,"ambient",9.10119047619048
"974",2019-06-15,"E",10,"littsit",0,NA,"ambient",9.10119047619048
"975",2019-06-15,"E",11,"littsit",0,NA,"warm",9.10119047619048
"976",2019-06-15,"E",12,"littsit",0,NA,"ambient",9.10119047619048
"977",2019-06-15,"E",13,"littsit",0,NA,"ambient",9.10119047619048
"978",2019-06-15,"E",14,"littsit",0,NA,"ambient",9.10119047619048
"979",2019-06-15,"E",15,"littsit",0,NA,"warm",9.10119047619048
"980",2019-06-15,"E",16,"littsit",0,NA,"warm",9.10119047619048
"981",2019-06-15,"F",1,"littsit",0,NA,"warm",9.10119047619048
"982",2019-06-15,"F",2,"littsit",0,NA,"warm",9.10119047619048
"983",2019-06-15,"F",3,"littsit",0,NA,"ambient",9.10119047619048
"984",2019-06-15,"F",4,"littsit",0,NA,"ambient",9.10119047619048
"985",2019-06-15,"F",5,"littsit",0,NA,"warm",9.10119047619048
"986",2019-06-15,"F",6,"littsit",0,NA,"warm",9.10119047619048
"987",2019-06-15,"F",7,"littsit",0,NA,"ambient",9.10119047619048
"988",2019-06-15,"F",8,"littsit",0,NA,"warm",9.10119047619048
"989",2019-06-15,"F",9,"littsit",0,NA,"ambient",9.10119047619048
"990",2019-06-15,"F",10,"littsit",0,NA,"warm",9.10119047619048
"991",2019-06-15,"F",11,"littsit",0,NA,"ambient",9.10119047619048
"992",2019-06-15,"F",12,"littsit",0,NA,"ambient",9.10119047619048
"993",2019-06-15,"F",13,"littsit",0,NA,"warm",9.10119047619048
"994",2019-06-15,"F",14,"littsit",0,NA,"ambient",9.10119047619048
"995",2019-06-15,"F",15,"littsit",0,NA,"ambient",9.10119047619048
"996",2019-06-15,"F",16,"littsit",0,NA,"warm",9.10119047619048
"997",2019-07-04,"A",1,"balanus",1,NA,"warm",11.8154761904762
"998",2019-07-04,"A",2,"balanus",4,NA,"warm",11.8154761904762
"999",2019-07-04,"A",3,"balanus",0,NA,"ambient",11.8154761904762
"1000",2019-07-04,"A",4,"balanus",5,NA,"warm",11.8154761904762
"1001",2019-07-04,"A",5,"balanus",14,NA,"warm",11.8154761904762
"1002",2019-07-04,"A",6,"balanus",4,NA,"warm",11.8154761904762
"1003",2019-07-04,"A",7,"balanus",19,NA,"ambient",11.8154761904762
"1004",2019-07-04,"A",8,"balanus",21,NA,"ambient",11.8154761904762
"1005",2019-07-04,"A",9,"balanus",33,NA,"ambient",11.8154761904762
"1006",2019-07-04,"A",10,"balanus",51,NA,"warm",11.8154761904762
"1007",2019-07-04,"A",11,"balanus",38,NA,"ambient",11.8154761904762
"1008",2019-07-04,"A",12,"balanus",44,NA,"ambient",11.8154761904762
"1009",2019-07-04,"A",13,"balanus",19,NA,"ambient",11.8154761904762
"1010",2019-07-04,"A",14,"balanus",19,NA,"warm",11.8154761904762
"1011",2019-07-04,"A",15,"balanus",12,NA,"warm",11.8154761904762
"1012",2019-07-04,"A",16,"balanus",14,NA,"ambient",11.8154761904762
"1013",2019-07-04,"B",1,"balanus",5,NA,"warm",11.8154761904762
"1014",2019-07-04,"B",2,"balanus",12,NA,"warm",11.8154761904762
"1015",2019-07-04,"B",3,"balanus",56,NA,"ambient",11.8154761904762
"1016",2019-07-04,"B",4,"balanus",126,NA,"ambient",11.8154761904762
"1017",2019-07-04,"B",5,"balanus",5,NA,"ambient",11.8154761904762
"1018",2019-07-04,"B",6,"balanus",7,NA,"warm",11.8154761904762
"1019",2019-07-04,"B",7,"balanus",5,NA,"warm",11.8154761904762
"1020",2019-07-04,"B",8,"balanus",7,NA,"warm",11.8154761904762
"1021",2019-07-04,"B",9,"balanus",4,NA,"ambient",11.8154761904762
"1022",2019-07-04,"B",10,"balanus",0,NA,"warm",11.8154761904762
"1023",2019-07-04,"B",11,"balanus",180,NA,"ambient",11.8154761904762
"1024",2019-07-04,"B",12,"balanus",2,NA,"warm",11.8154761904762
"1025",2019-07-04,"B",13,"balanus",0,NA,"ambient",11.8154761904762
"1026",2019-07-04,"B",14,"balanus",0,NA,"warm",11.8154761904762
"1027",2019-07-04,"B",15,"balanus",53,NA,"ambient",11.8154761904762
"1028",2019-07-04,"B",16,"balanus",1,NA,"warm",11.8154761904762
"1029",2019-07-04,"C",1,"balanus",0,NA,"warm",11.8154761904762
"1030",2019-07-04,"C",2,"balanus",17,NA,"ambient",11.8154761904762
"1031",2019-07-04,"C",3,"balanus",6,NA,"ambient",11.8154761904762
"1032",2019-07-04,"C",4,"balanus",9,NA,"warm",11.8154761904762
"1033",2019-07-04,"C",5,"balanus",89,NA,"ambient",11.8154761904762
"1034",2019-07-04,"C",6,"balanus",6,NA,"warm",11.8154761904762
"1035",2019-07-04,"C",7,"balanus",10,NA,"warm",11.8154761904762
"1036",2019-07-04,"C",8,"balanus",0,NA,"warm",11.8154761904762
"1037",2019-07-04,"C",9,"balanus",48,NA,"ambient",11.8154761904762
"1038",2019-07-04,"C",10,"balanus",8,NA,"warm",11.8154761904762
"1039",2019-07-04,"C",11,"balanus",25,NA,"warm",11.8154761904762
"1040",2019-07-04,"C",12,"balanus",37,NA,"warm",11.8154761904762
"1041",2019-07-04,"C",13,"balanus",100,NA,"ambient",11.8154761904762
"1042",2019-07-04,"C",14,"balanus",22,NA,"ambient",11.8154761904762
"1043",2019-07-04,"C",15,"balanus",8,NA,"ambient",11.8154761904762
"1044",2019-07-04,"C",16,"balanus",108,NA,"ambient",11.8154761904762
"1045",2019-07-04,"D",1,"balanus",3,NA,"ambient",11.8154761904762
"1046",2019-07-04,"D",2,"balanus",20,NA,"ambient",11.8154761904762
"1047",2019-07-04,"D",3,"balanus",9,NA,"warm",11.8154761904762
"1048",2019-07-04,"D",4,"balanus",23,NA,"ambient",11.8154761904762
"1049",2019-07-04,"D",5,"balanus",51,NA,"ambient",11.8154761904762
"1050",2019-07-04,"D",6,"balanus",10,NA,"ambient",11.8154761904762
"1051",2019-07-04,"D",7,"balanus",10,NA,"warm",11.8154761904762
"1052",2019-07-04,"D",8,"balanus",7,NA,"warm",11.8154761904762
"1053",2019-07-04,"D",9,"balanus",5,NA,"warm",11.8154761904762
"1054",2019-07-04,"D",10,"balanus",24,NA,"ambient",11.8154761904762
"1055",2019-07-04,"D",11,"balanus",15,NA,"ambient",11.8154761904762
"1056",2019-07-04,"D",12,"balanus",1,NA,"warm",11.8154761904762
"1057",2019-07-04,"D",13,"balanus",8,NA,"ambient",11.8154761904762
"1058",2019-07-04,"D",14,"balanus",4,NA,"warm",11.8154761904762
"1059",2019-07-04,"D",15,"balanus",6,NA,"warm",11.8154761904762
"1060",2019-07-04,"D",16,"balanus",25,NA,"warm",11.8154761904762
"1061",2019-07-04,"E",1,"balanus",29,NA,"warm",11.8154761904762
"1062",2019-07-04,"E",2,"balanus",92,NA,"ambient",11.8154761904762
"1063",2019-07-04,"E",3,"balanus",7,NA,"warm",11.8154761904762
"1064",2019-07-04,"E",4,"balanus",11,NA,"warm",11.8154761904762
"1065",2019-07-04,"E",5,"balanus",121,NA,"ambient",11.8154761904762
"1066",2019-07-04,"E",6,"balanus",13,NA,"warm",11.8154761904762
"1067",2019-07-04,"E",7,"balanus",22,NA,"warm",11.8154761904762
"1068",2019-07-04,"E",8,"balanus",103,NA,"ambient",11.8154761904762
"1069",2019-07-04,"E",9,"balanus",110,NA,"ambient",11.8154761904762
"1070",2019-07-04,"E",10,"balanus",76,NA,"ambient",11.8154761904762
"1071",2019-07-04,"E",11,"balanus",15,NA,"warm",11.8154761904762
"1072",2019-07-04,"E",12,"balanus",101,NA,"ambient",11.8154761904762
"1073",2019-07-04,"E",13,"balanus",72,NA,"ambient",11.8154761904762
"1074",2019-07-04,"E",14,"balanus",61,NA,"ambient",11.8154761904762
"1075",2019-07-04,"E",15,"balanus",37,NA,"warm",11.8154761904762
"1076",2019-07-04,"E",16,"balanus",7,NA,"warm",11.8154761904762
"1077",2019-07-04,"F",1,"balanus",4,NA,"warm",11.8154761904762
"1078",2019-07-04,"F",2,"balanus",6,NA,"warm",11.8154761904762
"1079",2019-07-04,"F",3,"balanus",11,NA,"ambient",11.8154761904762
"1080",2019-07-04,"F",4,"balanus",30,NA,"ambient",11.8154761904762
"1081",2019-07-04,"F",5,"balanus",2,NA,"warm",11.8154761904762
"1082",2019-07-04,"F",6,"balanus",14,NA,"warm",11.8154761904762
"1083",2019-07-04,"F",7,"balanus",61,NA,"ambient",11.8154761904762
"1084",2019-07-04,"F",8,"balanus",27,NA,"warm",11.8154761904762
"1085",2019-07-04,"F",9,"balanus",119,NA,"ambient",11.8154761904762
"1086",2019-07-04,"F",10,"balanus",0,NA,"warm",11.8154761904762
"1087",2019-07-04,"F",11,"balanus",9,NA,"ambient",11.8154761904762
"1088",2019-07-04,"F",12,"balanus",19,NA,"ambient",11.8154761904762
"1089",2019-07-04,"F",13,"balanus",2,NA,"warm",11.8154761904762
"1090",2019-07-04,"F",14,"balanus",13,NA,"ambient",11.8154761904762
"1091",2019-07-04,"F",15,"balanus",17,NA,"ambient",11.8154761904762
"1092",2019-07-04,"F",16,"balanus",4,NA,"warm",11.8154761904762
"1093",2019-07-04,"A",1,"chthamalus",0,NA,"warm",11.8154761904762
"1094",2019-07-04,"A",2,"chthamalus",0,NA,"warm",11.8154761904762
"1095",2019-07-04,"A",3,"chthamalus",0,NA,"ambient",11.8154761904762
"1096",2019-07-04,"A",4,"chthamalus",0,NA,"warm",11.8154761904762
"1097",2019-07-04,"A",5,"chthamalus",0,NA,"warm",11.8154761904762
"1098",2019-07-04,"A",6,"chthamalus",0,NA,"warm",11.8154761904762
"1099",2019-07-04,"A",7,"chthamalus",0,NA,"ambient",11.8154761904762
"1100",2019-07-04,"A",8,"chthamalus",0,NA,"ambient",11.8154761904762
"1101",2019-07-04,"A",9,"chthamalus",0,NA,"ambient",11.8154761904762
"1102",2019-07-04,"A",10,"chthamalus",0,NA,"warm",11.8154761904762
"1103",2019-07-04,"A",11,"chthamalus",0,NA,"ambient",11.8154761904762
"1104",2019-07-04,"A",12,"chthamalus",0,NA,"ambient",11.8154761904762
"1105",2019-07-04,"A",13,"chthamalus",0,NA,"ambient",11.8154761904762
"1106",2019-07-04,"A",14,"chthamalus",0,NA,"warm",11.8154761904762
"1107",2019-07-04,"A",15,"chthamalus",0,NA,"warm",11.8154761904762
"1108",2019-07-04,"A",16,"chthamalus",0,NA,"ambient",11.8154761904762
"1109",2019-07-04,"B",1,"chthamalus",0,NA,"warm",11.8154761904762
"1110",2019-07-04,"B",2,"chthamalus",0,NA,"warm",11.8154761904762
"1111",2019-07-04,"B",3,"chthamalus",2,NA,"ambient",11.8154761904762
"1112",2019-07-04,"B",4,"chthamalus",2,NA,"ambient",11.8154761904762
"1113",2019-07-04,"B",5,"chthamalus",0,NA,"ambient",11.8154761904762
"1114",2019-07-04,"B",6,"chthamalus",0,NA,"warm",11.8154761904762
"1115",2019-07-04,"B",7,"chthamalus",0,NA,"warm",11.8154761904762
"1116",2019-07-04,"B",8,"chthamalus",0,NA,"warm",11.8154761904762
"1117",2019-07-04,"B",9,"chthamalus",0,NA,"ambient",11.8154761904762
"1118",2019-07-04,"B",10,"chthamalus",0,NA,"warm",11.8154761904762
"1119",2019-07-04,"B",11,"chthamalus",0,NA,"ambient",11.8154761904762
"1120",2019-07-04,"B",12,"chthamalus",0,NA,"warm",11.8154761904762
"1121",2019-07-04,"B",13,"chthamalus",0,NA,"ambient",11.8154761904762
"1122",2019-07-04,"B",14,"chthamalus",0,NA,"warm",11.8154761904762
"1123",2019-07-04,"B",15,"chthamalus",0,NA,"ambient",11.8154761904762
"1124",2019-07-04,"B",16,"chthamalus",0,NA,"warm",11.8154761904762
"1125",2019-07-04,"C",1,"chthamalus",0,NA,"warm",11.8154761904762
"1126",2019-07-04,"C",2,"chthamalus",1,NA,"ambient",11.8154761904762
"1127",2019-07-04,"C",3,"chthamalus",0,NA,"ambient",11.8154761904762
"1128",2019-07-04,"C",4,"chthamalus",0,NA,"warm",11.8154761904762
"1129",2019-07-04,"C",5,"chthamalus",1,NA,"ambient",11.8154761904762
"1130",2019-07-04,"C",6,"chthamalus",0,NA,"warm",11.8154761904762
"1131",2019-07-04,"C",7,"chthamalus",0,NA,"warm",11.8154761904762
"1132",2019-07-04,"C",8,"chthamalus",1,NA,"warm",11.8154761904762
"1133",2019-07-04,"C",9,"chthamalus",0,NA,"ambient",11.8154761904762
"1134",2019-07-04,"C",10,"chthamalus",0,NA,"warm",11.8154761904762
"1135",2019-07-04,"C",11,"chthamalus",1,NA,"warm",11.8154761904762
"1136",2019-07-04,"C",12,"chthamalus",5,NA,"warm",11.8154761904762
"1137",2019-07-04,"C",13,"chthamalus",0,NA,"ambient",11.8154761904762
"1138",2019-07-04,"C",14,"chthamalus",0,NA,"ambient",11.8154761904762
"1139",2019-07-04,"C",15,"chthamalus",0,NA,"ambient",11.8154761904762
"1140",2019-07-04,"C",16,"chthamalus",0,NA,"ambient",11.8154761904762
"1141",2019-07-04,"D",1,"chthamalus",0,NA,"ambient",11.8154761904762
"1142",2019-07-04,"D",2,"chthamalus",0,NA,"ambient",11.8154761904762
"1143",2019-07-04,"D",3,"chthamalus",0,NA,"warm",11.8154761904762
"1144",2019-07-04,"D",4,"chthamalus",2,NA,"ambient",11.8154761904762
"1145",2019-07-04,"D",5,"chthamalus",0,NA,"ambient",11.8154761904762
"1146",2019-07-04,"D",6,"chthamalus",0,NA,"ambient",11.8154761904762
"1147",2019-07-04,"D",7,"chthamalus",0,NA,"warm",11.8154761904762
"1148",2019-07-04,"D",8,"chthamalus",0,NA,"warm",11.8154761904762
"1149",2019-07-04,"D",9,"chthamalus",0,NA,"warm",11.8154761904762
"1150",2019-07-04,"D",10,"chthamalus",0,NA,"ambient",11.8154761904762
"1151",2019-07-04,"D",11,"chthamalus",0,NA,"ambient",11.8154761904762
"1152",2019-07-04,"D",12,"chthamalus",0,NA,"warm",11.8154761904762
"1153",2019-07-04,"D",13,"chthamalus",0,NA,"ambient",11.8154761904762
"1154",2019-07-04,"D",14,"chthamalus",0,NA,"warm",11.8154761904762
"1155",2019-07-04,"D",15,"chthamalus",0,NA,"warm",11.8154761904762
"1156",2019-07-04,"D",16,"chthamalus",0,NA,"warm",11.8154761904762
"1157",2019-07-04,"E",1,"chthamalus",0,NA,"warm",11.8154761904762
"1158",2019-07-04,"E",2,"chthamalus",0,NA,"ambient",11.8154761904762
"1159",2019-07-04,"E",3,"chthamalus",0,NA,"warm",11.8154761904762
"1160",2019-07-04,"E",4,"chthamalus",0,NA,"warm",11.8154761904762
"1161",2019-07-04,"E",5,"chthamalus",0,NA,"ambient",11.8154761904762
"1162",2019-07-04,"E",6,"chthamalus",0,NA,"warm",11.8154761904762
"1163",2019-07-04,"E",7,"chthamalus",0,NA,"warm",11.8154761904762
"1164",2019-07-04,"E",8,"chthamalus",0,NA,"ambient",11.8154761904762
"1165",2019-07-04,"E",9,"chthamalus",0,NA,"ambient",11.8154761904762
"1166",2019-07-04,"E",10,"chthamalus",0,NA,"ambient",11.8154761904762
"1167",2019-07-04,"E",11,"chthamalus",0,NA,"warm",11.8154761904762
"1168",2019-07-04,"E",12,"chthamalus",0,NA,"ambient",11.8154761904762
"1169",2019-07-04,"E",13,"chthamalus",0,NA,"ambient",11.8154761904762
"1170",2019-07-04,"E",14,"chthamalus",0,NA,"ambient",11.8154761904762
"1171",2019-07-04,"E",15,"chthamalus",0,NA,"warm",11.8154761904762
"1172",2019-07-04,"E",16,"chthamalus",0,NA,"warm",11.8154761904762
"1173",2019-07-04,"F",1,"chthamalus",0,NA,"warm",11.8154761904762
"1174",2019-07-04,"F",2,"chthamalus",0,NA,"warm",11.8154761904762
"1175",2019-07-04,"F",3,"chthamalus",1,NA,"ambient",11.8154761904762
"1176",2019-07-04,"F",4,"chthamalus",0,NA,"ambient",11.8154761904762
"1177",2019-07-04,"F",5,"chthamalus",0,NA,"warm",11.8154761904762
"1178",2019-07-04,"F",6,"chthamalus",0,NA,"warm",11.8154761904762
"1179",2019-07-04,"F",7,"chthamalus",1,NA,"ambient",11.8154761904762
"1180",2019-07-04,"F",8,"chthamalus",0,NA,"warm",11.8154761904762
"1181",2019-07-04,"F",9,"chthamalus",0,NA,"ambient",11.8154761904762
"1182",2019-07-04,"F",10,"chthamalus",0,NA,"warm",11.8154761904762
"1183",2019-07-04,"F",11,"chthamalus",0,NA,"ambient",11.8154761904762
"1184",2019-07-04,"F",12,"chthamalus",0,NA,"ambient",11.8154761904762
"1185",2019-07-04,"F",13,"chthamalus",0,NA,"warm",11.8154761904762
"1186",2019-07-04,"F",14,"chthamalus",0,NA,"ambient",11.8154761904762
"1187",2019-07-04,"F",15,"chthamalus",0,NA,"ambient",11.8154761904762
"1188",2019-07-04,"F",16,"chthamalus",0,NA,"warm",11.8154761904762
"1189",2019-07-04,"A",1,"ulothrix",NA,47,"warm",11.8154761904762
"1190",2019-07-04,"A",2,"ulothrix",NA,81,"warm",11.8154761904762
"1191",2019-07-04,"A",3,"ulothrix",NA,37,"ambient",11.8154761904762
"1192",2019-07-04,"A",4,"ulothrix",NA,29,"warm",11.8154761904762
"1193",2019-07-04,"A",5,"ulothrix",NA,27.5,"warm",11.8154761904762
"1194",2019-07-04,"A",6,"ulothrix",NA,5.5,"warm",11.8154761904762
"1195",2019-07-04,"A",7,"ulothrix",NA,5,"ambient",11.8154761904762
"1196",2019-07-04,"A",8,"ulothrix",NA,77.5,"ambient",11.8154761904762
"1197",2019-07-04,"A",9,"ulothrix",NA,12.5,"ambient",11.8154761904762
"1198",2019-07-04,"A",10,"ulothrix",NA,15,"warm",11.8154761904762
"1199",2019-07-04,"A",11,"ulothrix",NA,73,"ambient",11.8154761904762
"1200",2019-07-04,"A",12,"ulothrix",NA,40,"ambient",11.8154761904762
"1201",2019-07-04,"A",13,"ulothrix",NA,1,"ambient",11.8154761904762
"1202",2019-07-04,"A",14,"ulothrix",NA,2.5,"warm",11.8154761904762
"1203",2019-07-04,"A",15,"ulothrix",NA,12,"warm",11.8154761904762
"1204",2019-07-04,"A",16,"ulothrix",NA,46,"ambient",11.8154761904762
"1205",2019-07-04,"B",1,"ulothrix",NA,0,"warm",11.8154761904762
"1206",2019-07-04,"B",2,"ulothrix",NA,0,"warm",11.8154761904762
"1207",2019-07-04,"B",3,"ulothrix",NA,21.5,"ambient",11.8154761904762
"1208",2019-07-04,"B",4,"ulothrix",NA,9.5,"ambient",11.8154761904762
"1209",2019-07-04,"B",5,"ulothrix",NA,0.5,"ambient",11.8154761904762
"1210",2019-07-04,"B",6,"ulothrix",NA,0,"warm",11.8154761904762
"1211",2019-07-04,"B",7,"ulothrix",NA,35.5,"warm",11.8154761904762
"1212",2019-07-04,"B",8,"ulothrix",NA,12.5,"warm",11.8154761904762
"1213",2019-07-04,"B",9,"ulothrix",NA,2.5,"ambient",11.8154761904762
"1214",2019-07-04,"B",10,"ulothrix",NA,8,"warm",11.8154761904762
"1215",2019-07-04,"B",11,"ulothrix",NA,4,"ambient",11.8154761904762
"1216",2019-07-04,"B",12,"ulothrix",NA,0,"warm",11.8154761904762
"1217",2019-07-04,"B",13,"ulothrix",NA,10.5,"ambient",11.8154761904762
"1218",2019-07-04,"B",14,"ulothrix",NA,13,"warm",11.8154761904762
"1219",2019-07-04,"B",15,"ulothrix",NA,2.5,"ambient",11.8154761904762
"1220",2019-07-04,"B",16,"ulothrix",NA,0,"warm",11.8154761904762
"1221",2019-07-04,"C",1,"ulothrix",NA,40,"warm",11.8154761904762
"1222",2019-07-04,"C",2,"ulothrix",NA,16,"ambient",11.8154761904762
"1223",2019-07-04,"C",3,"ulothrix",NA,61,"ambient",11.8154761904762
"1224",2019-07-04,"C",4,"ulothrix",NA,42.5,"warm",11.8154761904762
"1225",2019-07-04,"C",5,"ulothrix",NA,49,"ambient",11.8154761904762
"1226",2019-07-04,"C",6,"ulothrix",NA,51.5,"warm",11.8154761904762
"1227",2019-07-04,"C",7,"ulothrix",NA,27,"warm",11.8154761904762
"1228",2019-07-04,"C",8,"ulothrix",NA,18,"warm",11.8154761904762
"1229",2019-07-04,"C",9,"ulothrix",NA,82,"ambient",11.8154761904762
"1230",2019-07-04,"C",10,"ulothrix",NA,0.5,"warm",11.8154761904762
"1231",2019-07-04,"C",11,"ulothrix",NA,1,"warm",11.8154761904762
"1232",2019-07-04,"C",12,"ulothrix",NA,3,"warm",11.8154761904762
